text_clean,text_preprocessed,text_len,polarity_score,polarity
bu atikoh bersama warga fatayat nu  bem ugm wa aja komika pil  the k seneng rohingya muhammad jungkook pil  internet gratis ganjar cat,"['bu', 'atikoh', 'warga', 'fatayat', 'nu', 'bem', 'ugm', 'wa', 'aja', 'komika', 'pil', 'the', 'k', 'neng', 'rohingya', 'muhammad', 'jungkook', 'pil', 'internet', 'gratis', 'ganjar', 'cat']",23,11,positive
wih si iq paling tinggi abis ngatain orang iq jongkok trus ngomong ga peduli meluruskan tapi ngatain orang malas pengen kek rohingya iq jongkok wiih mending lu coba tampung rohingya ntar gausah ribet mikir makanan mereka ada pbb yg ngurus kalo udah baru boleh bacot,"['wih', 'si', 'iq', 'abis', 'ngatain', 'orang', 'iq', 'jongkok', 'trus', 'ngomong', 'ga', 'peduli', 'lurus', 'ngatain', 'orang', 'malas', 'ken', 'kek', 'rohingya', 'iq', 'jongkok', 'wiih', 'mending', 'lu', 'coba', 'tampung', 'rohingya', 'ntar', 'gausah', 'ribet', 'mikir', 'makan', 'ada', 'pbb', 'yg', 'ngurus', 'kalo', 'udah', 'bacot']",45,-26,negative
fyi dengan pindah ke ikn u virtually dapet tanah gratis kek yg u tuduhkan ke orang rohingya tadi wkwk,"['fyi', 'pindah', 'ikn', 'u', 'virtually', 'dapet', 'tanah', 'gratis', 'kek', 'yg', 'u', 'tuduh', 'orang', 'rohingya', 'wkwk']",19,4,positive
klo bantu org dan basong saki hati na lebae jang bantu dong itu brutal dan memanfaatkan basong pung bae talalu makan puji dgn pujian dar negara lain krna bantu rohingya padahal warga negara sendiri basong abaikan tutup matatutup telinga tutup mulut skrg bru manyalas tolol,"['klo', 'bantu', 'org', 'basong', 'saki', 'hati', 'na', 'lebae', 'jang', 'bantu', 'brutal', 'manfaat', 'basong', 'pung', 'bae', 'talalu', 'makan', 'puji', 'dgn', 'puji', 'dar', 'negara', 'krna', 'bantu', 'rohingya', 'warga', 'negara', 'basong', 'abai', 'tutup', 'matatutup', 'telinga', 'tutup', 'mulut', 'skrg', 'bru', 'manyalas', 'tolol']",45,-8,negative
malam bem ugm open vcs bugil bisa skrng wa aja    rohingya komika the k,"['malam', 'bem', 'ugm', 'open', 'vcs', 'bugil', 'skrng', 'wa', 'aja', 'rohingya', 'komika', 'the', 'k']",14,-3,negative
latar belakang israel dan rohingya aja udah beda dikira israel bisa kaya begitu gara² dirinya sendiri aja ya engga yang bantuin banyak timbal baliknya juga banyak negaranegara kapitalis yang bantuin israel mikir kali timbal baliknya apa lah rohingya apa timbal baliknya,"['latar', 'israel', 'rohingya', 'aja', 'udah', 'beda', 'israel', 'kaya', 'gara', 'aja', 'ya', 'engga', 'bantuin', 'timbal', 'balik', 'negaranegara', 'kapitalis', 'bantuin', 'israel', 'mikir', 'kali', 'timbal', 'balik', 'rohingya', 'timbal', 'balik']",41,-10,negative
id ya ude min segitu ngotot nya bela pengungsi rohingyalu urus aja lah min merekabiar gw terusin nih ke pak   kalau mimin sang pahlawan mau mengurus pengungsi rohingyamau kasih makan tempat tinggal dll ✍️✍️🙇🙇,"['id', 'ya', 'ude', 'min', 'segitu', 'ngotot', 'nya', 'bela', 'ungsi', 'rohingyalu', 'urus', 'aja', 'min', 'merekabiar', 'gw', 'terusin', 'nih', 'mimin', 'sang', 'pahlawan', 'urus', 'ungsi', 'rohingyamau', 'kasih', 'makan', 'tinggal', 'dll']",34,-3,negative
netrlitas hanya bualan  bem ugm wa aja komika pil  the k seneng rohingya muhammad jungkook pil  internet gratis ganjar cat,"['netrlitas', 'bual', 'bem', 'ugm', 'wa', 'aja', 'komika', 'pil', 'the', 'k', 'neng', 'rohingya', 'muhammad', 'jungkook', 'pil', 'internet', 'gratis', 'ganjar', 'cat']",20,7,positive
aishamaharani aku pribadi msh blm bisa speak up ttg rohingya ke temen krn aku minim ilmu minim literasi dan juga aku msh belum tau mau jawab apa kalo ditembaknya yaudah kl gtu lu terima aja pengungsi rohingya di rumah lu aku sendiri bukan orang kaya soalnya aku cuma bisa sedih aja,"['aishamaharani', 'pribadi', 'msh', 'blm', 'speak', 'up', 'ttg', 'rohingya', 'temen', 'krn', 'minim', 'ilmu', 'minim', 'literasi', 'msh', 'tau', 'kalo', 'tembak', 'yaudah', 'kl', 'gtu', 'lu', 'terima', 'aja', 'ungsi', 'rohingya', 'rumah', 'lu', 'orang', 'kaya', 'sedih', 'aja']",51,-12,negative
rohingya i lama lama ngelunjak asli,"['rohingya', 'i', 'ngelunjak', 'asli']",6,2,positive
lu mau dapet tanah gratis kek orang rohingya gampang ikut aja program transmigrasi dah kebukti dari jaman belanda dulu 👍,"['lu', 'dapet', 'tanah', 'gratis', 'kek', 'orang', 'rohingya', 'gampang', 'aja', 'program', 'transmigrasi', 'dah', 'bukti', 'jaman', 'belanda']",20,0,neutral
gielbran dan gibran  bem ugm wa aja komika pil  the k seneng rohingya muhammad jungkook pil  internet gratis ganjar cat,"['gielbran', 'gibran', 'bem', 'ugm', 'wa', 'aja', 'komika', 'pil', 'the', 'k', 'neng', 'rohingya', 'muhammad', 'jungkook', 'pil', 'internet', 'gratis', 'ganjar', 'cat']",20,11,positive
mana kalimat di tweet tersebut usir rohingya  support rohingya di genosida   a stupid conclusion,"['kalimat', 'tweet', 'usir', 'rohingya', 'support', 'rohingya', 'genosida', 'a', 'stupid', 'conclusion']",14,-3,negative
pilih capres yg bisa menyelesaikan masalah rohingya ini,"['pilih', 'capres', 'yg', 'selesai', 'rohingya']",8,-4,negative
twit ini mungkin akan diperbarui pemenangnya setelah kasus rohingya  mudahan juara barunya bukan juara bertahan aka orang yg sama 🤷🏻‍♀️,"['twit', 'baru', 'menang', 'rohingya', 'mudah', 'juara', 'baru', 'juara', 'tahan', 'aka', 'orang', 'yg']",20,1,positive
caleg yg bisa usir rohingya akan saya pilih  mau liburan ke sabang ne woi,"['caleg', 'yg', 'usir', 'rohingya', 'pilih', 'libur', 'sabang', 'ne', 'woi']",14,-3,negative
wkwkwkwk rohingya vs aceh  keliatan kok mba ini cuman membantu sesama umat muslim😋 apalagi rohingya dia bilang gak bisa sholat syahadat dll walaupun muslim😗  apalagi yg gak seagama no comment deh,"['wkwkwkwk', 'rohingya', 'vs', 'aceh', 'liat', 'mba', 'cuman', 'bantu', 'umat', 'muslim', 'rohingya', 'bilang', 'gak', 'sholat', 'syahadat', 'dll', 'muslim', 'yg', 'gak', 'agama', 'no', 'comment', 'deh']",31,11,positive
keistimewaan jadi anak capres dan bunda atikoh❤️   bem ugm komika the k pil  muhammad rohingya myanmar pil  hunter biden kevin de bruyne jp morgan nayeon pil  ayaka buzzer,"['istimewa', 'anak', 'capres', 'bunda', 'atikoh', 'bem', 'ugm', 'komika', 'the', 'k', 'pil', 'muhammad', 'rohingya', 'myanmar', 'pil', 'hunter', 'biden', 'kevin', 'de', 'bruyne', 'jp', 'morgan', 'nayeon', 'pil', 'ayaka', 'buzzer']",28,-5,negative
salam pramuka 🥰            rohingya myanmar   netflix manga on sosmed  aaaaaaaaaah,"['salam', 'pramuka', 'rohingya', 'myanmar', 'netflix', 'manga', 'on', 'sosmed', 'aaaaaaaaaah']",10,0,neutral
se warga aceh menolak kedatangan pengungsi rohingya benalu bila di kasih hati akan minta jantung,"['warga', 'aceh', 'tolak', 'datang', 'ungsi', 'rohingya', 'benalu', 'kasih', 'hati', 'jantung']",15,-7,negative
id marshel jangan kebencian masyarakat indo justru terhadap unhcr itu sendiri rohingya hanya alasan tau sendiri unhcr turunan dari un dan pbb sikap pbb terhadap  kejahatan perang terhadap warga sipil di gaza tidak ada aksi sama sekali,"['id', 'marshel', 'benci', 'masyarakat', 'indo', 'unhcr', 'rohingya', 'alas', 'tau', 'unhcr', 'turun', 'un', 'pbb', 'sikap', 'pbb', 'jahat', 'perang', 'warga', 'sipil', 'gaza', 'ada', 'aksi']",37,-12,negative
terlalu lucu sih pendukung  ngeup gak mau nerima rohingya terus di up video lama kalau  nyuruh nerima rohingya hayolo 🤣,"['lucu', 'sih', 'dukung', 'ngeup', 'gak', 'nerima', 'rohingya', 'up', 'video', 'nyuruh', 'nerima', 'rohingya', 'hayolo']",20,2,positive
id marshel sebenarnya rohingya  adalah korban militer yg ada di myanmar  pkoknya tentang kekuasaan gitu dan ini pengusiran etnis rohingya  dan masyarakat rohingya ini jg sangat mencintai myanmar dlu tahun  org myanmar gak suka militer nya,"['id', 'marshel', 'rohingya', 'korban', 'militer', 'yg', 'ada', 'myanmar', 'pkoknya', 'kuasa', 'gitu', 'usir', 'etnis', 'rohingya', 'masyarakat', 'rohingya', 'jg', 'cinta', 'myanmar', 'dlu', 'org', 'myanmar', 'gak', 'suka', 'militer', 'nya']",36,0,neutral
wapres maruf amin sebut pulau galang batam untuk pengungsi rohingya akan dipertimbangkan,"['wapres', 'maruf', 'amin', 'pulau', 'galang', 'batam', 'ungsi', 'rohingya', 'timbang']",12,0,neutral
aktif bela palestina tapi anti rohingya yg jg sesama muslim  munafik buzzer mossad lo,"['aktif', 'bela', 'palestina', 'anti', 'rohingya', 'yg', 'jg', 'muslim', 'munafik', 'buzzer', 'mossad', 'lo']",14,0,neutral
wih dipake buat black campaign dong ini rohingya bener bener dah liat deh nanti pasti ada yang nunggangi isu ini bakal bilang cekal rohinya etc etc dah kayak trump banget arahnya,"['wih', 'dipake', 'black', 'campaign', 'rohingya', 'bener', 'bener', 'dah', 'liat', 'deh', 'ada', 'nunggangi', 'isu', 'bilang', 'cekal', 'roh', 'etc', 'etc', 'dah', 'kayak', 'trump', 'banget', 'arah']",31,-2,negative
buka x kaget langsung mikir ni aku dari kemaren ngoceh ngoceh soal rohingya karena terbawa berita yang muncul di tl benar benar terpancing kalo emg itu mengarah ke black campaign jahat banget,"['buka', 'x', 'kaget', 'langsung', 'mikir', 'ni', 'kemaren', 'ngoceh', 'ngoceh', 'rohingya', 'bawa', 'berita', 'muncul', 'tl', 'pancing', 'kalo', 'emg', 'arah', 'black', 'campaign', 'jahat', 'banget']",32,-13,negative
pengen banget balesbalesin bacot goblok tolol ke twit yang dehumanizing dan jahat ke rohingya tapi gue hari ini udah capek banget,"['ken', 'banget', 'balesbalesin', 'bacot', 'goblok', 'tolol', 'twit', 'dehumanizing', 'jahat', 'rohingya', 'gue', 'udah', 'capek', 'banget']",21,-12,negative
perusahaan besar cth mcd kfc yang mensupport rohingya untuk angkat senjata kalau ada silahkan lampirkan buktinya biar nnti saya ikut tolak mereka,"['usaha', 'cth', 'mcd', 'kfc', 'mensupport', 'rohingya', 'angkat', 'senjata', 'ada', 'silah', 'lampir', 'bukti', 'biar', 'nnti', 'tolak']",22,-5,negative
wih mantap nih organisasi asing dah berani bawa bawa uud pancasila perpres buat maksa indonesia nerima lebih banyak rohingya kiriman negara lain gaada yang punya aturan tentang kemanusiaan ya,"['wih', 'mantap', 'nih', 'organisasi', 'asing', 'dah', 'berani', 'bawa', 'bawa', 'uud', 'pancasila', 'pres', 'maksa', 'indonesia', 'nerima', 'rohingya', 'kirim', 'negara', 'gaada', 'atur', 'manusia', 'ya']",29,2,positive
membaca pun kamu sulit  kalo lo nyuruh ngebom pengungsi rohingya garagara kelakuan sebagian makhluknya itu yg dirasakan warga israel yg nganggap pentingnya hamas dikatakan teroris dan di bom juga,"['baca', 'sulit', 'kalo', 'lo', 'nyuruh', 'ngebom', 'ungsi', 'rohingya', 'garagara', 'laku', 'makhluk', 'yg', 'rasa', 'warga', 'israel', 'yg', 'nganggap', 'hamas', 'teroris', 'bom']",29,0,neutral
gibran diroasting  bem ugm wa aja komika pil  the k seneng rohingya muhammad jungkook pil  internet gratis ganjar cat,"['gibran', 'diroasting', 'bem', 'ugm', 'wa', 'aja', 'komika', 'pil', 'the', 'k', 'neng', 'rohingya', 'muhammad', 'jungkook', 'pil', 'internet', 'gratis', 'ganjar', 'cat']",19,11,positive
egan memang ini tujuannya tapi narasinya udah jahat banget sampai orang orang malah mengiyakan tindakan dan mendehumanisasi orang rohingya sah dan wajar kok warga aceh menolak karena bukan kewajiban mereka utk itu,"['egan', 'tuju', 'narasi', 'udah', 'jahat', 'banget', 'orang', 'orang', 'iya', 'tindak', 'dehumanisasi', 'orang', 'rohingya', 'sah', 'wajar', 'warga', 'aceh', 'tolak', 'wajib', 'utk']",32,-16,negative
mana yang menggambarkan representasi anak muda  bem ugm wa aja komika pil  the k seneng rohingya muhammad jungkook pil  internet gratis ganjar cat,"['gambar', 'representasi', 'anak', 'muda', 'bem', 'ugm', 'wa', 'aja', 'komika', 'pil', 'the', 'k', 'neng', 'rohingya', 'muhammad', 'jungkook', 'pil', 'internet', 'gratis', 'ganjar', 'cat']",23,5,positive
bung mpu itu tidak mewakili suara rakyat aceh itu mui nya aceh apakah mui mewakili suara bangsa indonesia  temen gw akademisi di malay penelitiannya ttg permasalahan yg ditimbulkan pengungsi rohingya di malaysia  lu paham kan pengungsi itu masalah sosialnya panjang,"['mpu', 'wakil', 'suara', 'rakyat', 'aceh', 'mui', 'nya', 'aceh', 'mui', 'wakil', 'suara', 'bangsa', 'indonesia', 'temen', 'gw', 'akademisi', 'malay', 'teliti', 'ttg', 'masalah', 'yg', 'timbul', 'ungsi', 'rohingya', 'malaysia', 'lu', 'paham', 'ungsi', 'sosial']",40,-1,negative
saya rasa tidak akan seperti demikian karena  rohingya tidak punya kapital sdm modal yang kuat kaya israel  banyak kaum yhd yang support israel dari pemerintah besar inggrisus sedangkan rohingya tidak kalau memang tkt ckp tanyakan pada diri apakah ada,"['rohingya', 'kapital', 'sdm', 'modal', 'kuat', 'kaya', 'israel', 'kaum', 'yhd', 'support', 'israel', 'perintah', 'inggrisus', 'rohingya', 'tkt', 'ckp', 'ada']",39,3,positive
izin berpendapat ya bang sebagian besar masyarakat aceh kan menolak atas kedatangan masyarakat etnis rohingya dengan rekam jejak kedatangan mereka sebelumnya banyak masalah yg didapat jadi wajar dong kalau masyarakat aceh menolak kedatangan mereka untuk gelombang saat ini,"['izin', 'dapat', 'ya', 'bang', 'masyarakat', 'aceh', 'tolak', 'datang', 'masyarakat', 'etnis', 'rohingya', 'rekam', 'jejak', 'datang', 'yg', 'wajar', 'masyarakat', 'aceh', 'tolak', 'datang', 'gelombang']",38,-23,negative
pulangkan saja pak aka deportasi para pengungsi rohingyajangan beri ruang buat mereka bisa rungseb pak next kedepannya l eropa dan negara barat aja gerah dengan pengungsiini make gegayaan menampung mereka tolong pulangkan segara kenegara mereka🙏✍️🙇,"['pulang', 'aka', 'deportasi', 'ungsi', 'rohingyajangan', 'ruang', 'rungseb', 'next', 'depan', 'l', 'eropa', 'negara', 'barat', 'aja', 'gerah', 'pengungsiini', 'make', 'gegayaan', 'tampung', 'tolong', 'pulang', 'segara', 'negara', 'mereka']",35,-8,negative
jiaah ini buzzer prabowogibran ga update apa lupa dibriefing yaa   seharian dah dikulitin ini soal rohingya dia malah baru nyebar  btw secara ga langsung juga mengafirmasi kalo isu rohingya ini emang bagian black campaign yg diorkestrasiin timpendukung  buat nyerang,"['jiaah', 'buzzer', 'prabowogibran', 'ga', 'update', 'lupa', 'dibriefing', 'yaa', 'hari', 'dah', 'dikulitin', 'rohingya', 'nyebar', 'btw', 'ga', 'langsung', 'afirmasi', 'kalo', 'isu', 'rohingya', 'emang', 'black', 'campaign', 'yg', 'diorkestrasiin', 'timpendukung', 'nyerang']",39,0,neutral
ya kan dikira kita bantu palestina bantu pengungsinya kali ya😭 padahal yg kita bantu warga pl yg menetap di tanahnya memperjuangkan haknya dlm keadaan genosida kenapa rohingya ga mmperjuangkn haknya di myanmar kayak warga pl,"['ya', 'bantu', 'palestina', 'bantu', 'ungsi', 'kali', 'ya', 'yg', 'bantu', 'warga', 'pl', 'yg', 'tetap', 'tanah', 'juang', 'hak', 'dlm', 'genosida', 'rohingya', 'ga', 'mmperjuangkn', 'hak', 'myanmar', 'kayak', 'warga', 'pl']",35,5,positive
orang yg ngatangatain rohingya ini paham ngga si kalo mereka ga harus setuju orang rohingya ditampung di indonesia tapi yg penting jangan nyebar kebencian amp  hoaks   gw pribadi berharap mereka bisa balik ke negaranya dan hidup aman biar ga usah minta suaka ke negara org lagi,"['orang', 'yg', 'ngatangatain', 'rohingya', 'paham', 'ngga', 'si', 'kalo', 'ga', 'tuju', 'orang', 'rohingya', 'tampung', 'indonesia', 'yg', 'nyebar', 'benci', 'amp', 'hoaks', 'gw', 'pribadi', 'harap', 'negara', 'hidup', 'aman', 'biar', 'ga', 'suaka', 'negara', 'org']",46,-8,negative
yang salah tuhenurut gue pemerintahnya ga responsif dah tau ratusan rohingya berlabuh di aceh aturan gelontorim kek dana kemanusiaannya ke pemda aceh  kalo ada yg rese yaudah penjarain aja gt jd kita tetap menolong orang butuh pertolongan,"['salah', 'tuhenurut', 'gue', 'perintah', 'ga', 'responsif', 'dah', 'tau', 'ratus', 'rohingya', 'labuh', 'aceh', 'atur', 'gelontorim', 'kek', 'dana', 'manusia', 'pemda', 'aceh', 'kalo', 'ada', 'yg', 'rese', 'yaudah', 'penjarain', 'aja', 'gt', 'jd', 'tolong', 'orang', 'butuh', 'tolong']",37,-5,negative
marshel yauda pengungai rohingya lu tampung laah semua  lu pikirin tuh makan  kerjaan dia blm minta rokok dll  tampung ye  bawa bawa palestine  jelas beda cok,"['marshel', 'yauda', 'pengungai', 'rohingya', 'lu', 'tampung', 'laah', 'lu', 'pikirin', 'tuh', 'makan', 'kerja', 'blm', 'rokok', 'dll', 'tampung', 'ye', 'bawa', 'bawa', 'palestine', 'beda', 'cok']",26,-11,negative
betul harus ditanyakan tambahan perempuan ini beraksen rohingya ga karena menurut source ini orang bisa aja masih punya aksen rohingya walau udah lama tinggal di malaysia walaupun bisa aja ga punya aksen juga,"['tambah', 'perempuan', 'aksen', 'rohingya', 'ga', 'source', 'orang', 'aja', 'aksen', 'rohingya', 'udah', 'tinggal', 'malaysia', 'aja', 'ga', 'aksen']",33,3,positive
masalahnya israel kaya begitu punya backingan dan backingannya punya tujuan gede lah rohingya siapa yang mau ngebackingin kalo backingan israel mau ngebackingin juga ya udah dari dulu tuh rohingya dipersenjatai dikasih tanah dari hasil perjanjian ga jelas,"['israel', 'kaya', 'backingan', 'backingannya', 'tuju', 'gede', 'rohingya', 'ngebackingin', 'kalo', 'backingan', 'israel', 'ngebackingin', 'ya', 'udah', 'tuh', 'rohingya', 'senjata', 'kasih', 'tanah', 'hasil', 'janji', 'ga']",37,7,positive
dear kakak sjw fafifu wes wos penggiat ‘kebenaran’ di twitter di persilahkan untuk menjadi volunter untuk pengungsi rohingya biar tau kelen gimana rasanya,"['dear', 'kakak', 'sjw', 'fafifu', 'wes', 'wos', 'giat', 'benar', 'twitter', 'silah', 'volunter', 'ungsi', 'rohingya', 'biar', 'tau', 'kelen', 'gimana']",23,-3,negative
membaca utas ini kesimpulannya adalah konflik rohingya seperti juga konflik palestina semuanya adalah salah inggris,"['baca', 'utas', 'simpul', 'konflik', 'rohingya', 'konflik', 'palestina', 'salah', 'inggris']",15,5,positive
id  marshel ini gimana dah kok tiba bawa jerman invasi polandia atas nama rakyat emangnya aceh itu negara tersendiri yg bisa disamakan bagaikan polandia atau maksud lu kita menolak pengungsi rohingya sama halnya kayak kita menginvasi mereka,"['id', 'marshel', 'gimana', 'dah', 'bawa', 'jerman', 'invasi', 'polandia', 'nama', 'rakyat', 'emang', 'aceh', 'negara', 'sendiri', 'yg', 'sama', 'polandia', 'maksud', 'lu', 'tolak', 'ungsi', 'rohingya', 'hal', 'kayak', 'invasi']",37,-10,negative
ya beda dong kalo palestina itu dijajah sama mereka mengalami genosida kalo rohingya udh dibantu malah ngelunjak wkwkwk,"['ya', 'beda', 'kalo', 'palestina', 'jajah', 'alami', 'genosida', 'kalo', 'rohingya', 'udh', 'bantu', 'ngelunjak', 'wkwkwk']",18,-4,negative
kunjungi ikn ganjar tegaskan bakal lanjutkan💪🤟   bem ugm pil  komika the k pil  muhammad pil  jungkook ayaka rohingya,"['kunjung', 'ikn', 'ganjar', 'tegas', 'lanjut', 'bem', 'ugm', 'pil', 'komika', 'the', 'k', 'pil', 'muhammad', 'pil', 'jungkook', 'ayaka', 'rohingya']",18,-1,negative
nak dibunuh mende nyadiorang ada duit bayar ejen untuk masuk malaysia ikut sempadan siamkelantanmasuk malaysia sebab senang ke negara lain kalau tak ada duit family diorang bagi duit untuk datang sini aku tahu sebab tempat kerja lama banyak rohingyasemua cerita benda sama,"['nak', 'bunuh', 'mende', 'nyadiorang', 'ada', 'duit', 'bayar', 'ejen', 'masuk', 'malaysia', 'sempadan', 'siamkelantanmasuk', 'malaysia', 'senang', 'negara', 'ada', 'duit', 'family', 'orang', 'duit', 'kerja', 'rohingyasemua', 'cerita', 'benda']",42,-7,negative
indonesia tidak ada kewajiban membantu rohingya paham,"['indonesia', 'ada', 'wajib', 'bantu', 'rohingya', 'paham']",7,-2,negative
nah itu orang indo nih keikhlasan track record donasi nya dimana mana tinggi apalagi klo disuguhi konten menyedihkan semakin banyak uang nya semakin betah rohingya di indo bukan jadi pengungsi lagi,"['orang', 'indo', 'nih', 'ikhlas', 'track', 'record', 'donasi', 'nya', 'mana', 'klo', 'suguh', 'konten', 'sedih', 'uang', 'nya', 'betah', 'rohingya', 'indo', 'ungsi']",31,-5,negative
logika untuk papua itu pribumi atau pengungsi rohingya yang akan berbuat semenamena aku mau tau🤔🤔,"['logika', 'papua', 'pribumi', 'ungsi', 'rohingya', 'buat', 'semenamena', 'tau']",15,-3,negative
